Municipio,Total,UF
Goianésia,93.18,GO
Goiânia,97.51,GO
Goianira,95.21,GO
Goiás,91.09,GO
Goiatuba,94.3,GO
Gouvelândia,87.01,GO
Guapó,91.67,GO
Guaraíta,90.03,GO
Guarani de Goiás,82.26,GO
Guarinos,85.9,GO
Heitoraí,89.11,GO
Hidrolândia,94.96,GO
Hidrolina,90.75,GO
Iaciara,87.72,GO
Inaciolândia,87.53,GO
Indiara,91.78,GO
Inhumas,92.71,GO
Ipameri,93.18,GO
Ipiranga de Goiás,91.7,GO
Iporá,93.0,GO
Israelândia,89.38,GO
Itaberaí,92.79,GO
Itaguari,91.08,GO
Itaguaru,88.41,GO
Itajá,90.31,GO
Itapaci,91.57,GO
Itapirapuã,87.3,GO
Itapuranga,90.75,GO
Itarumã,89.61,GO
Itauçu,92.56,GO
Itumbiara,94.49,GO
Ivolândia,90.42,GO
Jandaia,91.96,GO
Jaraguá,92.82,GO
Jataí,95.26,GO
Jaupaci,88.22,GO
Jesúpolis,86.64,GO
Joviânia,92.22,GO
Jussara,90.87,GO
Lagoa Santa,94.49,GO
Leopoldo de Bulhões,92.22,GO
Luziânia,94.19,GO
Mairipotaba,89.94,GO
Mambaí,85.74,GO
Mara Rosa,88.38,GO
Marzagão,92.81,GO
Matrinchã,88.65,GO
Maurilândia,88.26,GO
Mimoso de Goiás,83.15,GO
Minaçu,89.86,GO
Mineiros,94.94,GO
Moiporá,90.63,GO
Monte Alegre de Goiás,83.67,GO
Montes Claros de Goiás,91.16,GO
Montividiu,92.2,GO
Montividiu do Norte,85.62,GO
Morrinhos,95.13,GO
Morro Agudo de Goiás,89.53,GO
Mossâmedes,90.64,GO
Mozarlândia,90.85,GO
Mundo Novo,86.48,GO
Mutunópolis,87.26,GO
Nazário,90.89,GO
Nerópolis,93.81,GO
Niquelândia,88.43,GO
Nova América,89.59,GO
Nova Aurora,93.4,GO
Nova Crixás,87.16,GO
Nova Glória,88.56,GO
Nova Iguaçu de Goiás,91.15,GO
Nova Roma,87.42,GO
Nova Veneza,93.68,GO
Novo Brasil,90.28,GO
Novo Gama,93.95,GO
Novo Planalto,88.76,GO
Orizona,94.27,GO
Ouro Verde de Goiás,90.93,GO
Ouvidor,95.78,GO
Padre Bernardo,90.41,GO
Palestina de Goiás,88.76,GO
Palmeiras de Goiás,93.63,GO
Palmelo,93.44,GO
Palminópolis,92.66,GO
Panamá,90.0,GO
Paranaiguara,89.96,GO
Paraúna,93.23,GO
Perolândia,90.87,GO
Petrolina de Goiás,91.86,GO
Pilar de Goiás,91.42,GO
Piracanjuba,93.4,GO
Piranhas,90.23,GO
Pirenópolis,92.99,GO
Pires do Rio,94.82,GO
Planaltina,92.69,GO
Pontalina,92.72,GO
Porangatu,91.82,GO
Porteirão,90.12,GO
Portelândia,89.03,GO
Posse,90.61,GO
Professor Jamil,91.17,GO
Quirinópolis,93.33,GO
Rialma,94.43,GO
Rianápolis,90.41,GO
Rio Quente,95.07,GO
Rio Verde,95.33,GO
Rubiataba,92.62,GO
Sanclerlândia,91.31,GO
Santa Bárbara de Goiás,89.61,GO
Santa Cruz de Goiás,89.68,GO
Santa Fé de Goiás,91.55,GO
Santa Helena de Goiás,91.36,GO
Santa Isabel,87.89,GO
Santa Rita do Araguaia,92.68,GO
Santa Rita do Novo Destino,85.32,GO
Santa Rosa de Goiás,88.41,GO
Santa Tereza de Goiás,88.29,GO
Santa Terezinha de Goiás,88.84,GO
Santo Antônio da Barra,86.76,GO
Santo Antônio de Goiás,94.68,GO
Santo Antônio do Descoberto,93.09,GO
São Domingos,84.34,GO
São Francisco de Goiás,89.0,GO
São João d'Aliança,92.88,GO
São João da Paraúna,91.64,GO
São Luís de Montes Belos,94.26,GO
São Luiz do Norte,88.5,GO
São Miguel do Araguaia,89.33,GO
São Miguel do Passa Quatro,92.81,GO
São Patrício,90.54,GO
São Simão,91.72,GO
Senador Canedo,95.88,GO
Serranópolis,92.82,GO
Silvânia,94.42,GO
Simolândia,85.87,GO
Sítio d'Abadia,84.46,GO
Taquaral de Goiás,91.06,GO
Teresina de Goiás,86.44,GO
Terezópolis de Goiás,92.73,GO
Três Ranchos,93.0,GO
Trindade,94.14,GO
Trombas,85.19,GO
Turvânia,89.45,GO
Turvelândia,90.64,GO
Uirapuru,87.29,GO
Uruaçu,92.77,GO
Uruana,89.54,GO
Urutaí,93.73,GO
Valparaíso de Goiás,97.21,GO
Varjão,88.84,GO
Vianópolis,93.45,GO
Vicentinópolis,90.87,GO
Vila Boa,87.17,GO
Vila Propício,85.68,GO
Açailândia,87.14,MA
Afonso Cunha,76.78,MA
Água Doce do Maranhão,74.3,MA
Alcântara,81.52,MA
Aldeias Altas,71.54,MA
Altamira do Maranhão,75.3,MA
Alto Alegre do Maranhão,76.25,MA
Alto Alegre do Pindaré,77.84,MA
Alto Parnaíba,87.06,MA
Amapá do Maranhão,79.24,MA
Amarante do Maranhão,80.4,MA
Anajatuba,78.02,MA
Anapurus,78.29,MA
Apicum-Açu,84.45,MA
Araguanã,79.85,MA
Araioses,72.38,MA
Arame,75.01,MA
Arari,84.46,MA
Axixá,87.5,MA
Bacabal,85.13,MA
Bacabeira,85.98,MA
Bacuri,80.93,MA
Bacurituba,83.02,MA
Balsas,91.59,MA
Barão de Grajaú,83.48,MA
Barra do Corda,79.76,MA
Barreirinhas,83.11,MA
Belágua,76.35,MA
Bela Vista do Maranhão,79.49,MA
Benedito Leite,78.44,MA
Bequimão,81.47,MA
Bernardo do Mearim,82.33,MA
Boa Vista do Gurupi,80.9,MA
Bom Jardim,75.07,MA
Bom Jesus das Selvas,77.67,MA
Bom Lugar,73.11,MA
Brejo,76.82,MA
Brejo de Areia,74.58,MA
Buriti,76.36,MA
Buriti Bravo,76.57,MA
Buriticupu,79.45,MA
Buritirana,79.45,MA
Cachoeira Grande,77.8,MA
Cajapió,79.79,MA
Cajari,85.35,MA
Campestre do Maranhão,84.45,MA
Cândido Mendes,82.87,MA
Cantanhede,82.95,MA
Capinzal do Norte,75.17,MA
Carolina,87.75,MA
Carutapera,85.7,MA
Caxias,82.48,MA
Cedral,86.8,MA
Central do Maranhão,79.26,MA
Centro do Guilherme,79.86,MA
Centro Novo do Maranhão,79.73,MA
Chapadinha,80.88,MA
Cidelândia,80.95,MA
Codó,77.7,MA
Coelho Neto,78.46,MA
Colinas,78.29,MA
Conceição do Lago-Açu,76.99,MA
Coroatá,76.24,MA
Cururupu,85.49,MA
Davinópolis,85.74,MA
Dom Pedro,83.75,MA
Duque Bacelar,73.31,MA
Esperantinópolis,78.83,MA
Estreito,88.51,MA
Feira Nova do Maranhão,83.94,MA
Fernando Falcão,73.77,MA
Formosa da Serra Negra,85.92,MA
Fortaleza dos Nogueiras,89.06,MA
Fortuna,79.52,MA
Godofredo Viana,86.55,MA
Gonçalves Dias,75.77,MA
Governador Archer,79.08,MA
Governador Edison Lobão,84.58,MA
Governador Eugênio Barros,76.05,MA
Governador Luiz Rocha,77.49,MA
Governador Newton Bello,81.39,MA
Governador Nunes Freire,81.96,MA
Graça Aranha,79.36,MA
Grajaú,82.84,MA
Guimarães,88.95,MA
Humberto de Campos,81.57,MA
Icatu,82.05,MA
Igarapé do Meio,78.74,MA
Igarapé Grande,76.63,MA
Imperatriz,93.22,MA
Itaipava do Grajaú,74.55,MA
Itapecuru Mirim,81.99,MA
Itinga do Maranhão,85.12,MA
Jatobá,77.64,MA
Jenipapo dos Vieiras,72.09,MA
João Lisboa,85.19,MA
Joselândia,75.06,MA
Junco do Maranhão,80.37,MA
Lago da Pedra,76.21,MA
Lago do Junco,74.59,MA
Lago Verde,73.33,MA
Lagoa do Mato,77.24,MA
Lago dos Rodrigues,76.2,MA
Lagoa Grande do Maranhão,71.45,MA
Lajeado Novo,83.63,MA
Lima Campos,78.3,MA
Loreto,86.56,MA
Luís Domingues,86.03,MA
Magalhães de Almeida,76.24,MA
Maracaçumé,81.79,MA
Marajá do Sena,71.27,MA
Maranhãozinho,77.52,MA
Mata Roma,79.03,MA
Matinha,84.67,MA
Matões,75.39,MA
Matões do Norte,80.8,MA
Milagres do Maranhão,70.66,MA
Mirador,76.05,MA
Miranda do Norte,85.55,MA
Mirinzal,87.74,MA
Monção,79.55,MA
Montes Altos,84.12,MA
Morros,81.23,MA
Nina Rodrigues,80.37,MA
Nova Colinas,82.33,MA
Nova Iorque,80.57,MA
Nova Olinda do Maranhão,78.67,MA
Olho d'Água das Cunhãs,73.82,MA
Olinda Nova do Maranhão,81.45,MA
Paço do Lumiar,95.87,MA
Palmeirândia,80.16,MA
Paraibano,76.38,MA
Parnarama,74.3,MA
Passagem Franca,74.87,MA
Pastos Bons,82.91,MA
Paulino Neves,78.92,MA
Paulo Ramos,73.21,MA
Pedreiras,84.7,MA
Pedro do Rosário,79.58,MA
Penalva,83.19,MA
Peri Mirim,84.68,MA
Peritoró,74.95,MA
Pindaré-Mirim,84.27,MA
Pinheiro,85.91,MA
Pio XII,75.13,MA
Pirapemas,76.46,MA
Poção de Pedras,74.66,MA
Porto Franco,89.05,MA
Porto Rico do Maranhão,86.98,MA
Presidente Dutra,83.73,MA
Presidente Juscelino,79.3,MA
Presidente Médici,81.2,MA
Presidente Sarney,79.65,MA
Presidente Vargas,80.29,MA
Primeira Cruz,79.69,MA
Raposa,89.72,MA
Riachão,84.99,MA
Ribamar Fiquene,83.47,MA
Rosário,86.6,MA
Sambaíba,80.3,MA
Santa Filomena do Maranhão,76.39,MA
Santa Helena,82.17,MA
Santa Inês,87.59,MA
Santa Luzia,76.92,MA
Santa Luzia do Paruá,83.93,MA
Santa Quitéria do Maranhão,75.91,MA
Santa Rita,84.42,MA
Santana do Maranhão,71.8,MA
Santo Amaro do Maranhão,82.32,MA
Santo Antônio dos Lopes,76.92,MA
São Benedito do Rio Preto,79.04,MA
São Bento,84.23,MA
São Bernardo,77.54,MA
São Domingos do Azeitão,79.36,MA
São Domingos do Maranhão,78.91,MA
São Félix de Balsas,77.44,MA
São Francisco do Brejão,80.98,MA
São Francisco do Maranhão,74.84,MA
São João Batista,81.74,MA
São João do Carú,71.79,MA
São João do Paraíso,86.65,MA
São João do Soter,72.85,MA
São João dos Patos,83.23,MA
São José de Ribamar,95.16,MA
São José dos Basílios,75.3,MA
São Luís,96.01,MA
São Luís Gonzaga do Maranhão,73.3,MA
São Mateus do Maranhão,78.47,MA
São Pedro da Água Branca,80.54,MA
São Pedro dos Crentes,91.07,MA
São Raimundo das Mangabeiras,86.22,MA
São Raimundo do Doca Bezerra,77.63,MA
São Roberto,74.69,MA
São Vicente Ferrer,78.72,MA
Satubinha,74.43,MA
Senador Alexandre Costa,75.07,MA
Senador La Rocque,79.92,MA
Serrano do Maranhão,79.3,MA
Sítio Novo,82.99,MA
Sucupira do Norte,80.06,MA
Sucupira do Riachão,76.19,MA
Tasso Fragoso,86.72,MA
Timbiras,71.2,MA
Timon,88.32,MA
Trizidela do Vale,83.31,MA
Tufilândia,76.32,MA
Tuntum,78.11,MA
Turiaçu,84.28,MA
Turilândia,82.45,MA
Tutóia,77.66,MA
Urbano Santos,78.53,MA
Vargem Grande,77.57,MA
Viana,86.21,MA
Vila Nova dos Martírios,79.29,MA
Vitória do Mearim,81.39,MA
Vitorino Freire,76.6,MA
Zé Doca,80.77,MA
Abadia dos Dourados,93.52,MG
Abaeté,93.71,MG
Abre Campo,92.86,MG
Acaiaca,89.9,MG
Açucena,85.19,MG
Água Boa,77.6,MG
Água Comprida,93.21,MG
Aguanil,92.19,MG
Águas Formosas,83.32,MG
Águas Vermelhas,81.43,MG
Aimorés,90.04,MG
Aiuruoca,90.89,MG
Alagoa,90.5,MG
Albertina,90.79,MG
Além Paraíba,94.94,MG
Alfenas,95.78,MG
Alfredo Vasconcelos,94.28,MG
Almenara,83.61,MG
Alpercata,86.92,MG
Alpinópolis,94.43,MG
Alterosa,93.81,MG
Alto Caparaó,91.0,MG
Alto Rio Doce,89.86,MG
Alvarenga,84.23,MG
Alvinópolis,92.96,MG
Alvorada de Minas,86.96,MG
Amparo do Serra,87.99,MG
Andradas,93.76,MG
Cachoeira de Pajeú,82.73,MG
Andrelândia,91.84,MG
Angelândia,81.35,MG
Antônio Carlos,92.31,MG
Antônio Dias,90.28,MG
Antônio Prado de Minas,91.82,MG
Araçaí,93.19,MG
Aracitaba,88.31,MG
Araçuaí,87.82,MG
Araguari,96.34,MG
Arantina,93.26,MG
Araponga,86.73,MG
Araporã,94.71,MG
Arapuá,93.16,MG
Araújos,94.62,MG
Araxá,96.79,MG
Arceburgo,92.55,MG
Arcos,96.66,MG
Areado,94.54,MG
Argirita,92.92,MG
Aricanduva,84.18,MG
Arinos,89.51,MG
Astolfo Dutra,94.79,MG
Ataléia,80.01,MG
Augusto de Lima,90.22,MG
Baependi,92.07,MG
Baldim,92.38,MG
Bambuí,94.23,MG
Bandeira,78.59,MG
Bandeira do Sul,92.19,MG
Barão de Cocais,95.71,MG
Barão de Monte Alto,88.2,MG
Barbacena,96.17,MG
Barra Longa,87.44,MG
Barroso,95.52,MG
Bela Vista de Minas,95.26,MG
Belmiro Braga,89.21,MG
Belo Horizonte,97.78,MG
Belo Oriente,92.25,MG
Belo Vale,94.35,MG
Berilo,83.53,MG
Bertópolis,77.43,MG
Berizal,82.58,MG
Betim,96.38,MG
Bias Fortes,88.39,MG
Bicas,95.75,MG
Biquinhas,90.64,MG
Boa Esperança,95.11,MG
Bocaina de Minas,88.84,MG
Bocaiúva,91.94,MG
Bom Despacho,95.78,MG
Bom Jardim de Minas,91.73,MG
Bom Jesus da Penha,92.27,MG
Bom Jesus do Amparo,94.62,MG
Bom Jesus do Galho,85.72,MG
Bom Repouso,92.83,MG
Bom Sucesso,91.06,MG
Bonfim,92.85,MG
Bonfinópolis de Minas,90.74,MG
Bonito de Minas,82.53,MG
Borda da Mata,95.07,MG
Botelhos,93.28,MG
Botumirim,86.67,MG
Brasilândia de Minas,92.77,MG
Brasília de Minas,88.99,MG
Brás Pires,91.47,MG
Braúnas,89.19,MG
Brazópolis,92.82,MG
Brumadinho,95.88,MG
Bueno Brandão,92.58,MG
Buenópolis,88.13,MG
Bugre,85.09,MG
Buritis,90.07,MG
Buritizeiro,88.74,MG
Cabeceira Grande,90.3,MG
Cabo Verde,92.1,MG
Cachoeira da Prata,96.99,MG
Cachoeira de Minas,93.66,MG
Cachoeira Dourada,92.65,MG
Caetanópolis,95.35,MG
Caeté,96.45,MG
Caiana,91.36,MG
Cajuri,91.1,MG
Caldas,94.0,MG
Camacho,87.03,MG
Camanducaia,92.98,MG
Cambuí,94.79,MG
Cambuquira,92.11,MG
Campanário,83.46,MG
Campanha,94.51,MG
Campestre,93.79,MG
Campina Verde,92.97,MG
Campo Azul,84.02,MG
Campo Belo,94.25,MG
Campo do Meio,93.26,MG
Campo Florido,92.51,MG
Campos Altos,91.57,MG
Campos Gerais,91.42,MG
Canaã,88.35,MG
Canápolis,92.02,MG
Cana Verde,90.71,MG
Candeias,89.69,MG
Cantagalo,87.79,MG
Caparaó,90.41,MG
Capela Nova,91.52,MG
Capelinha,87.5,MG
Capetinga,92.09,MG
Capim Branco,95.04,MG
Capinópolis,90.79,MG
Capitão Andrade,85.49,MG
Capitão Enéas,86.93,MG
Capitólio,97.13,MG
Caputira,89.75,MG
Caraí,80.55,MG
Caranaíba,92.22,MG
Carandaí,95.47,MG
Carangola,93.16,MG
Caratinga,93.51,MG
Carbonita,86.52,MG
Careaçu,93.15,MG
Carlos Chagas,83.7,MG
Carmésia,89.06,MG
Carmo da Cachoeira,92.0,MG
Carmo da Mata,94.78,MG
Carmo de Minas,92.24,MG
Carmo do Cajuru,95.23,MG
Carmo do Paranaíba,94.49,MG
Carmo do Rio Claro,94.11,MG
Carmópolis de Minas,94.89,MG
Carneirinho,90.7,MG
Carrancas,94.48,MG
Carvalhópolis,93.15,MG
Carvalhos,89.36,MG
Casa Grande,94.83,MG
Cascalho Rico,96.57,MG
Cássia,92.89,MG
Conceição da Barra de Minas,93.02,MG
Cataguases,96.03,MG
Catas Altas,92.24,MG
Catas Altas da Noruega,90.61,MG
Catuji,81.34,MG
Catuti,77.97,MG
Caxambu,95.55,MG
Cedro do Abaeté,88.58,MG
Central de Minas,84.23,MG
Centralina,91.49,MG
Chácara,90.74,MG
Chalé,90.09,MG
Chapada do Norte,77.14,MG
Chapada Gaúcha,87.82,MG
Chiador,94.22,MG
Cipotânea,88.93,MG
Claraval,93.65,MG
Claro dos Poções,87.2,MG
Cláudio,96.26,MG
Coimbra,92.83,MG
Coluna,84.16,MG
Comendador Gomes,90.13,MG
Comercinho,78.78,MG
Conceição da Aparecida,94.26,MG
Conceição das Pedras,92.36,MG
Conceição das Alagoas,93.58,MG
Conceição de Ipanema,87.81,MG
Conceição do Mato Dentro,90.66,MG
Conceição do Pará,93.04,MG
Conceição do Rio Verde,90.86,MG
Conceição dos Ouros,94.36,MG
Cônego Marinho,83.95,MG
Confins,96.09,MG
Congonhal,93.19,MG
Congonhas,96.8,MG
Congonhas do Norte,84.97,MG
Conquista,92.7,MG
Conselheiro Lafaiete,97.27,MG
Conselheiro Pena,89.3,MG
Consolação,89.24,MG
Contagem,97.29,MG
Coqueiral,94.02,MG
Coração de Jesus,87.0,MG
Cordisburgo,92.02,MG
Cordislândia,90.29,MG
Corinto,91.84,MG
Coroaci,90.5,MG
Coromandel,94.09,MG
Coronel Fabriciano,95.67,MG
Coronel Murta,84.6,MG
Coronel Pacheco,93.93,MG
Coronel Xavier Chaves,95.64,MG
Córrego Danta,92.04,MG
Córrego do Bom Jesus,93.27,MG
Córrego Fundo,92.09,MG
Córrego Novo,85.17,MG
Couto de Magalhães de Minas,90.02,MG
Crisólita,76.48,MG
Cristais,93.33,MG
Cristália,87.2,MG
Cristiano Otoni,95.03,MG
Cristina,93.84,MG
Crucilândia,90.75,MG
Cruzeiro da Fortaleza,94.15,MG
Cruzília,92.98,MG
Cuparaque,85.71,MG
Curral de Dentro,82.66,MG
Curvelo,94.8,MG
Datas,92.35,MG
Delfim Moreira,94.01,MG
Delfinópolis,92.5,MG
Delta,91.03,MG
Descoberto,92.22,MG
Desterro de Entre Rios,90.58,MG
Desterro do Melo,89.38,MG
Diamantina,93.5,MG
Diogo de Vasconcelos,83.03,MG
Dionísio,90.93,MG
Divinésia,93.41,MG
Divino,88.58,MG
Divino das Laranjeiras,85.75,MG
Divinolândia de Minas,89.2,MG
Divinópolis,97.13,MG
Divisa Alegre,83.47,MG
Divisa Nova,91.15,MG
Divisópolis,81.07,MG
Dom Bosco,91.49,MG
Dom Cavati,90.79,MG
Dom Joaquim,88.97,MG
Dom Silvério,93.08,MG
Dom Viçoso,93.14,MG
Dona Euzébia,93.41,MG
Dores de Campos,95.23,MG
Dores de Guanhães,85.68,MG
Dores do Indaiá,91.85,MG
Dores do Turvo,89.5,MG
Doresópolis,94.15,MG
Douradoquara,93.69,MG
Durandé,88.5,MG
Elói Mendes,92.36,MG
Engenheiro Caldas,87.9,MG
Engenheiro Navarro,85.78,MG
Entre Folhas,89.03,MG
Entre Rios de Minas,93.81,MG
Ervália,88.76,MG
Esmeraldas,94.84,MG
Espera Feliz,90.71,MG
Espinosa,82.43,MG
Espírito Santo do Dourado,91.46,MG
Estiva,91.42,MG
Estrela Dalva,88.83,MG
Estrela do Indaiá,91.16,MG
Estrela do Sul,91.48,MG
Eugenópolis,91.33,MG
Ewbank da Câmara,94.43,MG
Extrema,96.38,MG
Fama,93.36,MG
Faria Lemos,91.5,MG
Felício dos Santos,87.46,MG
São Gonçalo do Rio Preto,87.46,MG
Felisburgo,81.3,MG
Felixlândia,93.09,MG
Fernandes Tourinho,83.13,MG
Ferros,85.0,MG
Fervedouro,87.89,MG
Florestal,96.22,MG
Formiga,95.32,MG
Formoso,85.68,MG
Fortaleza de Minas,92.12,MG
Fortuna de Minas,95.16,MG
Francisco Badaró,82.87,MG
Francisco Dumont,86.45,MG
Francisco Sá,84.56,MG
Franciscópolis,78.9,MG
Frei Gaspar,80.44,MG
Frei Inocêncio,87.27,MG
Frei Lagonegro,83.14,MG
Fronteira,91.94,MG
Fronteira dos Vales,78.98,MG
Fruta de Leite,72.72,MG
Frutal,95.4,MG
Funilândia,93.76,MG
Galiléia,87.24,MG
Gameleiras,79.94,MG
Glaucilândia,90.13,MG
Goiabeira,84.26,MG
Goianá,93.71,MG
Gonçalves,92.67,MG
Gonzaga,85.19,MG
Gouveia,93.42,MG
Governador Valadares,94.95,MG
Grão Mogol,83.91,MG
Grupiara,93.93,MG
Guanhães,92.12,MG
Guapé,93.77,MG
Guaraciaba,87.56,MG
Guaraciama,87.77,MG
Guaranésia,92.8,MG
Guarani,92.42,MG
Guarará,93.31,MG
Guarda-Mor,93.3,MG
Guaxupé,95.25,MG
Guidoval,92.11,MG
Guimarânia,93.73,MG
Guiricema,90.77,MG
Gurinhatã,88.84,MG
Heliodora,89.76,MG
Iapu,89.81,MG
Ibertioga,89.01,MG
Ibiá,94.44,MG
Ibiaí,87.89,MG
Ibiracatu,79.25,MG
Ibiraci,92.71,MG
Ibirité,95.75,MG
Ibitiúra de Minas,91.75,MG
Ibituruna,93.07,MG
Icaraí de Minas,87.57,MG
Igarapé,95.21,MG
Igaratinga,93.94,MG
Iguatama,95.7,MG
Ijaci,94.42,MG
Ilicínea,93.54,MG
Imbé de Minas,87.07,MG
Inconfidentes,94.41,MG
Indaiabira,74.21,MG
Indianópolis,91.14,MG
Ingaí,93.74,MG
Inhapim,89.92,MG
Inhaúma,94.39,MG
Inimutaba,90.73,MG
Ipaba,91.6,MG
Ipanema,89.79,MG
Ipatinga,96.4,MG
Ipiaçu,89.61,MG
Ipuiúna,91.53,MG
Iraí de Minas,94.22,MG
Itabira,95.38,MG
Itabirinha,87.71,MG
Itabirito,96.97,MG
Itacambira,88.52,MG
Itacarambi,85.08,MG
Itaguara,94.57,MG
Itaipé,79.76,MG
Itajubá,97.29,MG
Itamarandiba,86.11,MG
Itamarati de Minas,93.05,MG
Itambacuri,83.8,MG
Itambé do Mato Dentro,86.33,MG
Itamogi,94.27,MG
Itamonte,96.87,MG
Itanhandu,96.39,MG
Itanhomi,88.12,MG
Itaobim,84.26,MG
Itapagipe,94.39,MG
Itapecerica,93.1,MG
Itapeva,94.05,MG
Itatiaiuçu,94.13,MG
Itaú de Minas,96.92,MG
Itaúna,97.32,MG
Itaverava,87.77,MG
Itinga,83.82,MG
Itueta,88.06,MG
Ituiutaba,94.1,MG
Itumirim,95.0,MG
Iturama,93.56,MG
Itutinga,93.87,MG
Jaboticatubas,92.9,MG
Jacinto,81.4,MG
Jacuí,92.09,MG
Jacutinga,95.53,MG
Jaguaraçu,91.45,MG
Jaíba,87.57,MG
Jampruca,82.65,MG
Janaúba,90.65,MG
Januária,88.39,MG
Japaraíba,95.28,MG
Japonvar,82.73,MG
Jeceaba,93.81,MG
Jenipapo de Minas,81.67,MG
Jequeri,87.97,MG
Jequitaí,86.04,MG
Jequitibá,92.18,MG
Jequitinhonha,82.59,MG
Jesuânia,90.89,MG
Joaíma,78.9,MG
Joanésia,87.68,MG
João Monlevade,97.14,MG
João Pinheiro,92.78,MG
Joaquim Felício,86.91,MG
Jordânia,84.0,MG
José Gonçalves de Minas,86.89,MG
José Raydan,85.43,MG
Josenópolis,81.69,MG
Nova União,90.68,MG
Juatuba,94.9,MG
Juiz de Fora,97.77,MG
Juramento,87.97,MG
Juruaia,95.37,MG
Juvenília,84.58,MG
Ladainha,78.08,MG
Lagamar,91.76,MG
Lagoa da Prata,95.42,MG
Lagoa dos Patos,87.63,MG
Lagoa Dourada,95.29,MG
Lagoa Formosa,93.97,MG
Lagoa Grande,91.7,MG
Lagoa Santa,97.57,MG
Lajinha,89.09,MG
Lambari,95.75,MG
Lamim,91.97,MG
Laranjal,96.19,MG
Lassance,89.48,MG
Lavras,97.46,MG
Leandro Ferreira,90.08,MG
Leme do Prado,87.1,MG
Leopoldina,95.16,MG
Liberdade,89.22,MG
Lima Duarte,93.33,MG
Limeira do Oeste,93.97,MG
Lontra,83.92,MG
Luisburgo,89.84,MG
Luislândia,87.47,MG
Luminárias,93.76,MG
Luz,94.52,MG
Machacalis,84.43,MG
Machado,94.34,MG
Madre de Deus de Minas,92.73,MG
Malacacheta,82.38,MG
Mamonas,77.74,MG
Manga,83.84,MG
Manhuaçu,94.88,MG
Manhumirim,91.88,MG
Mantena,88.48,MG
Maravilhas,94.25,MG
Mar de Espanha,94.17,MG
Maria da Fé,94.15,MG
Mariana,95.47,MG
Marilac,86.95,MG
Mário Campos,95.22,MG
Maripá de Minas,91.17,MG
Marliéria,90.62,MG
Marmelópolis,93.02,MG
Martinho Campos,93.54,MG
Martins Soares,88.98,MG
Mata Verde,81.1,MG
Materlândia,82.41,MG
Mateus Leme,94.57,MG
Matias Barbosa,95.52,MG
Matias Cardoso,80.55,MG
Matipó,87.97,MG
Mato Verde,82.79,MG
Matozinhos,95.95,MG
Matutina,89.62,MG
Medeiros,95.07,MG
Medina,84.6,MG
Mendes Pimentel,83.21,MG
Mercês,89.96,MG
Mesquita,87.82,MG
Minas Novas,81.23,MG
Minduri,93.31,MG
Mirabela,87.49,MG
Miradouro,88.18,MG
Miraí,94.17,MG
Miravânia,79.59,MG
Moeda,94.07,MG
Moema,94.75,MG
Monjolos,86.54,MG
Monsenhor Paulo,91.76,MG
Montalvânia,82.86,MG
Monte Alegre de Minas,91.77,MG
Monte Azul,81.85,MG
Monte Belo,93.1,MG
Monte Carmelo,93.74,MG
Monte Formoso,79.84,MG
Monte Santo de Minas,92.05,MG
Montes Claros,95.67,MG
Monte Sião,95.35,MG
Montezuma,82.19,MG
Morada Nova de Minas,94.04,MG
Morro da Garça,89.36,MG
Morro do Pilar,84.61,MG
Munhoz,92.23,MG
Muriaé,95.14,MG
Mutum,87.75,MG
Muzambinho,95.81,MG
Nacip Raydan,82.17,MG
Nanuque,89.18,MG
Naque,89.97,MG
Natalândia,90.95,MG
Natércia,92.88,MG
Nazareno,94.54,MG
Nepomuceno,92.37,MG
Ninheira,77.43,MG
Nova Belém,83.04,MG
Nova Era,94.11,MG
Nova Lima,97.95,MG
Nova Módica,83.1,MG
Nova Ponte,94.29,MG
Nova Porteirinha,85.25,MG
Nova Resende,93.59,MG
Nova Serrana,96.25,MG
Novo Cruzeiro,78.88,MG
Novo Oriente de Minas,77.43,MG
Novorizonte,85.87,MG
Olaria,89.34,MG
Olhos-d'Água,87.91,MG
Olímpio Noronha,91.3,MG
Oliveira,95.41,MG
Oliveira Fortes,87.62,MG
Onça de Pitangui,90.07,MG
Oratórios,88.61,MG
Orizânia,88.96,MG
Ouro Branco,96.45,MG
Ouro Fino,94.18,MG
Ouro Preto,96.35,MG
Ouro Verde de Minas,83.86,MG
Padre Carvalho,79.9,MG
Padre Paraíso,83.85,MG
Paineiras,93.23,MG
Pains,95.63,MG
Pai Pedro,76.46,MG
Paiva,91.87,MG
Palma,91.6,MG
Palmópolis,78.34,MG
Papagaios,93.33,MG
Paracatu,95.24,MG
Pará de Minas,96.85,MG
Paraguaçu,94.72,MG
Paraisópolis,94.82,MG
Paraopeba,95.24,MG
Passabém,82.72,MG
Passa Quatro,96.11,MG
Passa Tempo,94.65,MG
Passa Vinte,91.7,MG
Passos,96.1,MG
Patis,82.45,MG
Patos de Minas,96.65,MG
Patrocínio,94.83,MG
Patrocínio do Muriaé,93.6,MG
Paula Cândido,91.79,MG
Paulistas,86.91,MG
Pavão,80.98,MG
Peçanha,84.99,MG
Pedra Azul,86.14,MG
Pedra Bonita,88.84,MG
Pedra do Anta,86.29,MG
Pedra do Indaiá,93.27,MG
Pedra Dourada,91.29,MG
Pedralva,92.52,MG
Pedras de Maria da Cruz,81.75,MG
Pedrinópolis,94.59,MG
